date,sku_id,units_sold,revenue,unit_price,promo_flag
2009-12-01,21164,16,50.290000000000006,3.9800000000000004,1
2009-12-01,21165,38,69.44,2.995,1
2009-12-01,21166,3,5.85,1.95,1
2009-12-01,21172,24,34.8,1.45,1
2009-12-01,21173,1,4.3,4.3,0
2009-12-01,21174,6,18.75,2.733333333333333,1
2009-12-01,21175,16,38.0,2.65,1
2009-12-01,21179,2,2.5,1.25,1
2009-12-01,21181,65,138.70000000000002,2.32,1
2009-12-01,21185,3,39.0,13.0,0
2009-12-01,21186,17,44.07,2.8366666666666664,1
2009-12-01,21187,2,3.3,1.65,1
2009-12-01,21189,3,10.290000000000001,3.43,0
2009-12-01,21191,3,12.899999999999999,4.3,0
2009-12-01,21192,4,13.72,3.43,0
2009-12-01,21198,1,3.43,3.43,0
2009-12-01,21200,2,6.86,3.43,0
2009-12-01,21201,2,10.34,5.17,0
2009-12-01,21210,39,61.31999999999999,1.9800000000000002,1
2009-12-01,21212,312,169.5,0.612,1
2009-12-01,21213,37,21.1,0.8000000000000002,1
2009-12-01,21214,2,2.9,1.45,1
2009-12-01,21216,3,21.16,7.053333333333334,1
2009-12-01,21217,18,167.1,9.7,1
2009-12-01,21218,10,47.3,5.71,1
2009-12-01,21221,10,12.5,1.25,1
2009-12-01,21223,12,15.0,1.25,1
2009-12-01,21231,111,155.91,1.37,1
2009-12-01,21232,195,259.59,1.36,1
2009-12-01,21238,62,52.7,0.85,1
2009-12-01,21239,24,20.4,0.85,1
2009-12-01,21240,8,6.8,0.85,1
2009-12-01,21241,3,2.55,0.85,1
2009-12-01,21242,38,74.66,2.125,1
2009-12-01,21243,20,33.8,1.69,1
2009-12-01,21244,8,13.52,1.69,1
2009-12-01,21245,3,5.07,1.69,1
2009-12-01,21246,1,4.95,4.95,1
2009-12-01,21247,2,4.92,2.46,1
2009-12-01,21248,12,17.4,1.45,1
2009-12-01,21249,2,12.08,6.04,0
2009-12-01,21251,2,12.08,6.04,0
2009-12-01,21252,34,65.59,3.4075,1
2009-12-01,21255,1,3.43,3.43,0
2009-12-01,21256,2,6.86,3.43,0
2009-12-01,21257,5,48.28,10.793333333333335,1
2009-12-01,21258,15,269.88,22.2675,0
2009-12-01,21259,1,13.0,13.0,0
2009-12-01,21260,6,19.5,3.25,1
2009-12-01,21266,1,4.3,4.3,0
2009-12-01,21272,2,2.5,1.25,1
2009-12-01,21283,1,6.91,6.91,0
2009-12-01,21284,1,3.43,3.43,0
2009-12-01,21291,3,5.1,1.7,0
2009-12-01,21299,3,38.25,12.75,1
2009-12-01,21307,4,13.72,3.43,0
2009-12-01,21313,12,10.2,0.85,1
2009-12-01,21314,8,25.6,3.2,1
2009-12-01,21320,6,15.299999999999999,2.55,1
2009-12-01,21321,6,15.299999999999999,2.55,1
2009-12-01,21326,84,54.599999999999994,0.65,1
2009-12-01,21328,7,24.01,3.4300000000000006,0
2009-12-01,21329,35,51.45,2.6133333333333333,1
2009-12-01,21330,7,24.01,3.4300000000000006,0
2009-12-01,21333,8,23.6,2.95,1
2009-12-01,21335,1,21.95,21.95,1
2009-12-01,21344,1,9.95,9.95,1
2009-12-01,21348,1,6.04,6.04,0
2009-12-01,21349,3,27.369999999999997,10.309999999999999,1
2009-12-01,21351,4,27.0,6.75,1
2009-12-01,21352,2,13.5,6.75,1
2009-12-01,21353,4,31.8,7.95,1
2009-12-01,21355,12,15.0,1.25,1
2009-12-01,21356,15,21.39,1.6900000000000002,1
2009-12-01,21357,17,26.53,1.6900000000000002,1
2009-12-01,21360,2,31.65,15.825,1
2009-12-01,21364,3,20.25,6.75,1
2009-12-01,21371,6,15.299999999999999,2.55,1
2009-12-01,21375,2,10.9,5.45,1
2009-12-01,21377,1,1.65,1.65,1
2009-12-01,21379,2,3.82,1.91,1
2009-12-01,21385,24,20.4,0.85,1
2009-12-01,21396,7,24.01,3.43,0
2009-12-01,21398,12,25.200000000000003,2.1,1
2009-12-01,21407,6,25.5,4.25,1
2009-12-01,21410,36,105.8,6.0125,1
2009-12-01,21411,39,109.75,3.6666666666666665,1
2009-12-01,21412,3,8.5,3.2,1
2009-12-01,21417,2,4.2,2.1,1
2009-12-01,21419,1,7.78,7.78,0
2009-12-01,21424,6,17.700000000000003,2.95,1
2009-12-01,21426,6,12.600000000000001,2.1,1
2009-12-01,21428,22,94.3,6.325,1
2009-12-01,21429,13,23.229999999999997,2.2433333333333336,1
2009-12-01,21430,38,158.04,6.001428571428571,1
2009-12-01,21431,22,38.08,2.0949999999999998,1
2009-12-01,21432,8,47.6,5.95,1
2009-12-01,21439,12,15.0,1.25,1
2009-12-01,21440,1,1.25,1.25,1
2009-12-01,21444,1,7.78,7.78,0
2009-12-01,21445,1,2.57,2.57,0
2009-12-01,21463,2,11.9,5.95,1
2009-12-01,21465,1,3.75,3.75,1
2009-12-01,21466,1,3.75,3.75,1
2009-12-01,21467,3,19.310000000000002,6.436666666666667,1
2009-12-01,21469,6,22.5,3.75,1
2009-12-01,21470,3,11.25,3.75,1
2009-12-01,21471,7,26.25,3.75,1
2009-12-01,21472,9,41.81,5.765000000000001,1
2009-12-01,21477,3,38.25,12.75,1
2009-12-01,21478,7,54.46,7.779999999999999,0
2009-12-01,21479,50,195.56,4.482727272727273,1
2009-12-01,21480,21,65.04,3.391428571428572,1
2009-12-01,21481,31,103.81,3.7225,1
2009-12-01,21482,18,65.46000000000001,4.274285714285715,1
2009-12-01,21484,28,96.6,3.45,1
2009-12-01,21485,23,120.16000000000001,6.001666666666668,1
2009-12-01,21486,6,24.15,3.9333333333333336,1
2009-12-01,21488,4,15.8,3.95,1
2009-12-01,21489,7,32.35,4.890000000000001,1
2009-12-01,21490,91,174.79999999999998,2.6500000000000004,1
2009-12-01,21491,32,67.1,2.3416666666666663,1
2009-12-01,21493,75,67.14999999999999,0.9444444444444444,1
2009-12-01,21494,1,5.17,5.17,0
2009-12-01,21495,25,10.5,0.42,0
2009-12-01,21497,25,10.5,0.42,0
2009-12-01,21498,100,42.0,0.42,0
2009-12-01,21499,50,21.0,0.42,0
2009-12-01,21500,150,55.0,0.3933333333333333,0
2009-12-01,21506,1,0.86,0.86,0
2009-12-01,21508,12,5.04,0.42,1
2009-12-01,21519,1,0.86,0.86,0
2009-12-01,21520,1,0.86,0.86,0
2009-12-01,21523,15,93.25,6.55,1
2009-12-01,21524,6,47.62,8.53,1
2009-12-01,21527,12,114.2,9.83,1
2009-12-01,21528,2,13.9,6.95,1
2009-12-01,21529,3,18.12,6.04,0
2009-12-01,21530,2,5.9,2.95,1
2009-12-01,21531,15,46.11,4.122,1
2009-12-01,21532,2,4.2,2.1,1
2009-12-01,21533,10,65.82000000000001,8.214,1
2009-12-01,21534,6,29.700000000000003,4.95,1
2009-12-01,21535,11,33.29,3.205,1
2009-12-01,21537,6,34.3,6.45,1
2009-12-01,21538,3,11.25,3.75,1
2009-12-01,21539,9,77.19,9.030000000000001,0
2009-12-01,21540,4,17.0,4.25,1
2009-12-01,21541,14,13.6,1.275,1
2009-12-01,21542,1,1.7,1.7,0
2009-12-01,21543,13,11.899999999999999,1.275,1
2009-12-01,21544,17,17.0,1.1333333333333333,1
2009-12-01,21545,1,2.95,2.95,1
2009-12-01,21547,2,5.9,2.95,1
2009-12-01,21548,3,11.940000000000001,3.9800000000000004,1
2009-12-01,21549,2,5.9,2.95,1
2009-12-01,21553,2,18.95,9.475,1
2009-12-01,21554,1,5.95,5.95,1
2009-12-01,21556,18,45.9,2.55,1
2009-12-01,21557,5,30.2,6.04,0
2009-12-01,21558,11,49.01,4.733333333333333,0
2009-12-01,21559,4,15.44,3.86,1
2009-12-01,21560,1,2.55,2.55,1
2009-12-01,21561,1,2.55,2.55,1
2009-12-01,21576,1,2.25,2.25,1
2009-12-01,21577,3,9.67,3.71,1
2009-12-01,21578,3,6.75,2.25,1
2009-12-01,21579,3,6.75,2.25,1
2009-12-01,21580,2,7.42,3.71,1
2009-12-01,21581,6,19.34,3.71,1
2009-12-01,21582,30,49.5,1.6499999999999997,0
2009-12-01,21584,22,36.3,1.65,0
2009-12-01,21586,19,48.449999999999996,2.55,0
2009-12-01,21587,37,94.35,2.55,0
2009-12-01,21588,2,5.1,2.55,0
2009-12-01,21589,3,7.6499999999999995,2.55,0
2009-12-01,21590,101,126.25,1.25,0
2009-12-01,21591,35,43.75,1.25,1
2009-12-01,21592,24,30.0,1.25,0
2009-12-01,21593,24,30.0,1.25,0
2009-12-01,21596,2,8.6,4.3,0
2009-12-01,21611,2,5.9,2.95,1
2009-12-01,21612,7,23.740000000000002,4.495,1
2009-12-01,21615,6,22.5,3.75,1
2009-12-01,21618,6,22.5,3.75,1
2009-12-01,21619,6,22.5,3.75,1
2009-12-01,21621,11,93.5,8.5,1
2009-12-01,21622,7,52.489999999999995,7.923333333333333,1
2009-12-01,21624,2,18.080000000000002,9.040000000000001,1
2009-12-01,21625,8,63.39,10.845,1
2009-12-01,21626,1,4.3,4.3,0
2009-12-01,21637,18,22.5,1.25,1
2009-12-01,21638,11,34.1,3.2,1
2009-12-01,21639,39,37.4,1.1333333333333333,0
2009-12-01,21640,24,20.4,0.85,1
2009-12-01,21642,73,62.89999999999999,1.0625,1
2009-12-01,21643,2,5.14,2.57,0
2009-12-01,21647,2,8.6,4.3,0
2009-12-01,21648,3,7.709999999999999,2.57,0
2009-12-01,21649,6,17.700000000000003,2.95,1
2009-12-01,21650,26,16.900000000000002,0.65,1
2009-12-01,21658,1,8.65,8.65,0
2009-12-01,21668,24,30.0,1.25,1
2009-12-01,21669,84,93.6,1.155,1
2009-12-01,21670,36,45.0,1.25,1
2009-12-01,21671,108,123.6,1.2025000000000001,1
2009-12-01,21672,24,30.0,1.25,1
2009-12-01,21673,86,98.74,1.6266666666666667,1
2009-12-01,21677,6,5.1,0.85,1
2009-12-01,21679,2,3.4,1.7,0
2009-12-01,21680,7,6.8,1.275,1
2009-12-01,21684,12,10.2,0.85,1
2009-12-01,21685,2,29.9,14.95,0
2009-12-01,21687,1,8.65,8.65,0
2009-12-01,21688,2,12.08,6.04,0
2009-12-01,21691,3,11.25,3.75,1
2009-12-01,21692,1,3.75,3.75,1
2009-12-01,21694,1,6.04,6.04,0
2009-12-01,21700,157,141.25,3.4499999999999997,1
2009-12-01,21704,1,1.7,1.7,0
2009-12-01,21705,1,1.65,1.65,1
2009-12-01,21706,12,59.400000000000006,4.95,1
2009-12-01,21707,13,64.35000000000001,4.95,1
2009-12-01,21708,12,59.400000000000006,4.95,1
2009-12-01,21710,12,59.400000000000006,4.95,1
2009-12-01,21711,12,59.400000000000006,4.95,1
2009-12-01,21719,2,3.4,1.7,0
2009-12-01,21721,2,3.4,1.7,0
2009-12-01,21722,2,3.4,1.7,0
2009-12-01,21724,2,2.55,1.275,1
2009-12-01,21725,1,1.7,1.7,0
2009-12-01,21726,3,2.55,0.85,1
2009-12-01,21730,3,20.29,6.763333333333333,1
2009-12-01,21731,98,165.26,1.9042857142857144,1
2009-12-01,21732,40,135.6,3.39,1
2009-12-01,21733,82,235.28,3.3983333333333334,1
2009-12-01,21735,2,25.5,12.75,1
2009-12-01,21737,2,39.9,19.95,1
2009-12-01,21738,2,5.9,2.95,1
2009-12-01,21740,12,53.940000000000005,3.7225,1
2009-12-01,21741,5,17.84,3.9800000000000004,1
2009-12-01,21742,1,5.95,5.95,1
2009-12-01,21743,7,23.740000000000002,4.495,1
2009-12-01,21744,6,17.700000000000003,2.95,1
2009-12-01,21745,5,18.75,3.75,1
2009-12-01,21746,4,10.28,2.57,0
2009-12-01,21747,1,1.25,1.25,1
2009-12-01,21754,54,315.48,6.66,1
2009-12-01,21755,32,181.4,5.878571428571428,1
2009-12-01,21756,13,77.35,5.95,1
2009-12-01,21761,2,59.9,29.95,0
2009-12-01,21767,1,29.95,29.95,0
2009-12-01,21768,2,29.9,14.95,1
2009-12-01,21770,3,20.29,7.67,1
2009-12-01,21773,2,5.14,2.57,0
2009-12-01,21777,6,47.7,7.95,1
2009-12-01,21781,2,45.34,22.67,1
2009-12-01,21784,7,104.89999999999999,15.825,1
2009-12-01,21786,2,0.84,0.42,1
2009-12-01,21788,50,43.349999999999994,1.0625,1
2009-12-01,21789,49,41.65,0.85,1
2009-12-01,21790,39,37.4,0.9916666666666666,1
2009-12-01,21791,117,137.85,1.3441666666666665,1
2009-12-01,21795,3,38.25,12.75,1
2009-12-01,21796,3,38.25,12.75,0
2009-12-01,21804,24,90.0,3.75,1
2009-12-01,21805,119,52.23,0.51,1
2009-12-01,21806,82,36.239999999999995,0.5325,1
2009-12-01,21807,46,21.119999999999997,0.57,1
2009-12-01,21808,1,7.78,7.78,0
2009-12-01,21809,15,20.07,1.58,1
2009-12-01,21811,12,15.0,1.25,1
2009-12-01,21812,5,30.19,7.67,1
2009-12-01,21813,7,34.650000000000006,4.95,1
2009-12-01,21814,12,17.4,1.45,1
2009-12-01,21815,6,8.7,1.45,1
2009-12-01,21816,8,14.78,2.245,1
2009-12-01,21817,7,5.949999999999999,0.85,1
2009-12-01,21818,6,5.1,0.85,1
2009-12-01,21819,6,5.1,0.85,1
2009-12-01,21820,1,7.78,7.78,0
2009-12-01,21821,2,7.5,3.75,1
2009-12-01,21822,1,1.95,1.95,1
2009-12-01,21825,1,1.45,1.45,1
2009-12-01,21826,31,44.03,1.58,1
2009-12-01,21827,7,14.03,1.91,1
2009-12-01,21828,6,11.459999999999999,1.91,1
2009-12-01,21829,78,17.7,0.2833333333333333,1
2009-12-01,21832,8,16.759999999999998,2.2433333333333336,1
2009-12-01,21833,29,54.230000000000004,2.386,1
2009-12-01,21837,3,17.85,5.95,1
2009-12-01,21839,6,32.7,5.45,1
2009-12-01,21841,8,34.0,4.25,1
2009-12-01,21842,62,158.1,2.55,1
2009-12-01,21843,8,109.1,16.325,1
2009-12-01,21844,34,112.66000000000001,3.568,1
2009-12-01,21864,8,19.0,2.65,1
2009-12-01,21865,8,25.6,3.5666666666666664,1
2009-12-01,21866,3,6.39,1.91,1
2009-12-01,21867,3,6.39,1.91,1
2009-12-01,21868,55,73.11,1.5225,1
2009-12-01,21869,15,18.75,1.25,1
2009-12-01,21870,3,8.11,2.703333333333333,1
2009-12-01,21871,53,77.15,2.3400000000000003,1
2009-12-01,21875,25,35.61,1.6133333333333333,1
2009-12-01,21876,11,20.29,2.5580000000000003,1
2009-12-01,21877,84,91.32000000000001,1.155,1
2009-12-01,21883,1,1.7,1.7,0
2009-12-01,21888,41,198.07999999999998,5.765000000000001,1
2009-12-01,21889,18,27.78,1.6900000000000002,1
2009-12-01,21890,11,35.540000000000006,3.568,1
2009-12-01,21891,16,21.32,1.58,1
2009-12-01,21892,7,16.669999999999998,1.91,1
2009-12-01,21893,5,30.05,7.183333333333334,1
2009-12-01,21895,8,34.0,4.25,1
2009-12-01,21896,8,21.200000000000003,3.2,1
2009-12-01,21897,7,23.740000000000002,4.495,1
2009-12-01,21898,6,17.700000000000003,2.95,1
2009-12-01,21899,1,1.7,1.7,0
2009-12-01,21900,10,6.5,0.65,1
2009-12-01,21901,11,8.2,1.175,1
2009-12-01,21902,12,7.800000000000001,0.65,1
2009-12-01,21908,15,31.500000000000004,2.1,1
2009-12-01,21911,4,6.6,1.65,1
2009-12-01,21912,36,151.12,4.99,1
2009-12-01,21913,5,18.75,3.75,1
2009-12-01,21914,2,12.08,6.04,0
2009-12-01,21916,37,15.54,0.42,1
2009-12-01,21917,10,4.2,0.42,1
2009-12-01,21918,12,5.04,0.42,1
2009-12-01,21928,47,91.65,1.95,1
2009-12-01,21929,77,150.15,1.95,1
2009-12-01,21930,12,23.4,1.95,1
2009-12-01,21931,35,72.95,2.5375,1
2009-12-01,21934,8,22.1,2.2433333333333336,1
2009-12-01,21935,4,13.72,3.43,1
2009-12-01,21942,4,6.8,1.7,0
2009-12-01,21945,3,5.1,1.7,0
2009-12-01,21947,3,3.75,1.25,1
2009-12-01,21948,12,15.0,1.25,1
2009-12-01,21949,1,1.25,1.25,1
2009-12-01,21955,21,162.23,9.687142857142858,1
2009-12-01,21967,49,14.749999999999998,0.5599999999999999,1
2009-12-01,21975,25,14.500000000000002,0.925,1
2009-12-01,21976,48,26.400000000000002,0.55,1
2009-12-01,21977,99,56.7,0.7375,1
2009-12-01,21980,126,36.53999999999999,0.29,1
2009-12-01,21985,61,18.229999999999997,0.47,1
2009-12-01,21986,30,8.7,0.29,1
2009-12-01,21987,12,7.800000000000001,0.65,1
2009-12-01,21989,12,10.2,0.85,1
2009-12-01,21990,2,8.99,4.495,1
2009-12-01,21993,4,14.89,4.495,1
